player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Year,Category,smart_id,college_conference,college_name,draft_club,draftround,draft_number,rookie_year,season
clayton fejedelem,10879,S,CIN,14,3,0,77.8,0,1,7,1,1,88.4,88.8,80.5,60.4,63.7,76.2,1,1,0,0,15,8,2,0,0,128.7,7,0,0,48,2,117,167,11,0,0,11,0,74,156,7,43,32,5,20,0,9,2,1,54,21,7.7,2018,Defense,32004645-4a17-7981-cf63-858797e9ee7a,Big Ten Conference,Illinois,CIN,7,245,2016,3
tyler matakevich,10880,LB,PIT,3,3,0,100,0,0,25,0,0,69.8,72.6,76.1,55.7,69,66.5,0,0,0,0,21,12.5,1,0,0,105.2,4,0,0,42,1,25,54,6,0,0,6,0,0,48,4,25,5,1,4,0,4,0,0,37,7,9.3,2018,Defense,32004d41-5402-6118-1efb-84b5154b1610,American Athletic Conference,Temple,PIT,7,246,2016,3
joe walker,10885,LB,ARZ,1,0,0,NA,0,0,1,0,0,NA,60,67.5,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2018,Defense,32005741-4c22-4854-9b76-2dca787a53ac,Pacific Twelve Conference,Oregon,PHI,7,251,2016,3
mike hilton,10898,SLOT,PIT,15,3,0,69.6,0,0,25,2,0,72,69.9,25.3,48.7,76.7,78.2,4,2,0,1,46,7.3,4,7,3,93.1,48,1,0,53,15,391,594,27,0,0,27,0,7,567,60,143,492,23,48,7,69,7,2,488,196,10.2,2018,Defense,32004849-4c79-6239-5129-5a7a9567479b,Southeastern Conference,Mississippi,NA,UDFA,NA,2016,3
jarrod wilson,10902,S,JAX,12,1,0,14.3,0,0,15,0,0,68.7,73.7,78.2,59.8,73.6,70.2,0,2,0,0,-1,6.7,1,2,0,39.6,1,0,0,82,6,122,222,11,0,0,11,0,106,211,9,91,17,6,13,2,7,2,0,-1,0,-1,2018,Defense,32005749-4c72-2801-1e09-5394fb63ab28,Big Ten Conference,Michigan,NA,UDFA,NA,2016,3
briean boddy-calhoun,10903,SLOT,CLV,14,5,0,81.4,0,1,8,0,0,63,62,87.2,74.1,45,44.4,3,1,0,0,67,18.8,12,2,1,102.4,48,0,0,35,45,448,656,26,0,0,26,0,138,630,18,190,412,12,47,0,59,4,0,506,296,10.5,2018,Defense,3200424f-4232-6525-ffc0-07a70b2022e1,Big Ten Conference,Minnesota,NA,UDFA,NA,2016,3
chris milton,10914,CB,IND,3,1,0,80,0,0,14,0,0,45.7,47.9,85.3,60,62.5,52.6,0,0,0,0,34,25,1,0,0,152.9,4,0,0,1,51,38,56,3,0,0,3,0,0,53,1,17,0,1,2,0,5,0,2,56,17,14,2018,Defense,32004d49-4c79-4547-764f-72f274f5f5d1,Atlantic Coast Conference,Georgia Tech,NA,UDFA,NA,2016,3
isaiah johnson,10935,FS,TB,13,4,0,84.2,0,0,30,0,0,37.8,40,84.8,53.3,54.6,69.3,0,0,0,1,33,10,5,0,0,136.4,16,0,0,107,8,221,404,24,0,0,24,0,237,380,5,178,28,7,41,0,19,0,3,248,86,15.5,2018,Defense,32004a4f-4832-1320-b35c-9d6093c0c8aa,Southeastern Conference,South Carolina,NA,UDFA,NA,2016,3
cassanova mckinzy,10938,ED,WAS,3,0,0,0,0,0,32,0,0,61.9,52.5,76.7,62,41,70.5,0,0,0,0,NA,NA,0,0,0,39.6,0,0,0,0,0,3,38,38,0,0,38,0,0,0,24,11,0,0,0,0,1,0,0,0,0,NA,2018,Defense,32004d43-4b67-6895-54ee-14be15d80717,Southeastern Conference,Auburn,NA,UDFA,NA,2016,3
matthias farley,10953,FS,IND,5,2,0,54.5,0,1,14,0,0,66,66.4,83.4,54,60.7,57.3,0,0,0,1,21,15.8,3,2,0,38.8,6,0,0,27,5,111,151,5,0,0,5,0,86,146,3,37,28,5,14,1,11,0,0,77,34,12.8,2018,Defense,32004641-5216-0452-164c-24c8c208c648,Independent,Notre Dame,NA,UDFA,NA,2016,3
justin zimmer,10975,DI,ATL,1,0,0,NA,0,0,2,0,0,NA,59.3,72.4,55.6,61.5,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,9,9,1,8,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,NA,2018,Defense,32005a49-4d07-7099-622b-f7f9afd14e15,Great Lakes Intercollegiate Athletic Conference,Ferris State,NA,UDFA,NA,2016,3
chris landrum,10992,ED,LAC,7,1,0,NA,0,0,27,0,0,60.9,58,38.5,57.6,62.4,28.1,2,5,0,0,NA,28.6,2,0,1,0,0,0,0,0,0,0,104,104,0,0,103,1,0,0,76,28,0,2,4,0,0,7,0,0,0,NA,2018,Defense,32004c41-4e12-1488-5361-bd7eabf4a63f,Ohio Valley Conference,Jacksonville State,NA,UDFA,NA,2016,3
trevor williams,11004,CB,LAC,8,0,0,76.7,0,0,27,0,0,58.4,61,85.3,NA,69.6,34.1,0,0,0,1,53,17.9,5,3,1,132.1,23,0,0,30,356,266,410,15,0,0,15,0,0,395,0,144,9,4,23,0,30,0,3,336,96,14.6,2018,Defense,32005749-4c54-7615-7e20-78df1e55886f,Big Ten Conference,Penn State,NA,UDFA,NA,2016,3
vontarrius dora,11014,ED,ARZ,2,0,1,NA,0,0,1,0,0,61.9,47.3,81.4,66.3,39.2,29.9,2,1,0,0,NA,33.3,1,0,0,0,0,0,0,0,0,2,67,67,0,1,60,6,0,0,21,44,0,1,2,0,0,3,0,0,0,NA,2018,Defense,3200444f-5202-4911-9a83-d6c40cd5d942,Conference USA,Louisiana Tech,NA,UDFA,NA,2016,3
eddie yarbrough,11033,ED,BUF,15,4,0,NA,0,0,4,0,0,61.7,58,70.9,50.8,62.7,80.8,2,3,0,0,NA,3.4,1,0,1,0,0,0,0,0,0,2,307,307,0,1,297,9,0,0,141,164,0,21,24,6,0,5,0,0,0,NA,2018,Defense,32005941-5219-5862-f22c-eca5826ca62c,Mountain West Conference,Wyoming,NA,UDFA,NA,2016,3
sharrod neasman,11050,S,ATL,11,7,0,65.5,0,0,2,0,0,67.5,67.8,80.2,57.5,64.2,46.3,0,0,0,0,30,17.3,9,4,1,121,19,0,0,231,19,279,436,30,0,0,30,0,73,406,3,154,83,15,36,3,29,0,4,172,58,9.1,2018,Defense,32004e45-4175-2713-f152-1457c2ca5706,Conference USA,Florida Atlantic,NA,UDFA,NA,2016,3
brian poole,11052,SLOT,ATL,16,13,0,71.2,3,0,2,2,0,60.9,61.6,18,75.2,63.7,53.9,2,1,0,3,51,17.1,14,4,7,96.7,52,3,0,82,52,544,833,14,0,0,14,0,11,819,35,254,673,23,55,1,73,6,4,598,280,11.5,2018,Defense,3200504f-4f23-1564-1583-d58a2b9f3f49,Southeastern Conference,Florida,NA,UDFA,NA,2016,3
destiny vaeao,11083,DI,NYJ,6,0,0,NA,0,0,22,0,0,59.5,50.3,81.3,57,47.2,68.1,1,1,0,0,NA,NA,0,0,0,0,0,1,0,0,0,1,157,157,4,137,1,15,0,0,99,57,0,1,0,0,0,3,0,0,0,NA,2018,Defense,32005641-4505-9326-c944-22c54d809f53,Pacific Twelve Conference,Washington State,NA,UDFA,NA,2016,3
trevon coley,11093,DI,CLV,16,8,0,100,0,0,8,1,0,55.4,47.1,62.6,48.5,52.9,29.4,0,7,0,0,10,23.3,10,0,2,97.9,2,1,1,0,0,12,614,614,44,405,2,163,0,0,303,299,0,17,25,5,2,8,0,15,7,7.5,2018,Defense,3200434f-4c37-8757-e081-012bcf9516bd,Conference USA,Florida Atlantic,NA,UDFA,NA,2016,3
patrick onwuasor,11100,LB,BLT,17,9,0,76.9,0,3,3,0,0,73.5,65.9,20.5,76.5,51.4,67.4,7,1,0,1,20,12.1,7,2,3,100,20,7,0,384,4,210,474,59,0,0,59,0,2,415,63,201,24,24,42,5,26,15,2,151,79,7.6,2018,Defense,32004f4e-5765-2601-7cbe-9180c2d17614,Big Sky Conference,Portland State,NA,UDFA,NA,2016,3
michael pierce,11101,NT,BLT,15,5,0,NA,0,0,3,1,0,81.2,91,86.6,68.9,92,56,2,19,0,0,NA,7.9,3,0,0,0,0,0,0,1,0,5,408,407,158,243,1,5,0,1,247,156,0,22,30,4,0,21,0,0,0,NA,2018,Defense,32005049-4542-4893-b68f-ec8569415718,Southern Conference,Samford,NA,UDFA,NA,2016,3
charles washington,11137,S,DET,1,0,0,NA,0,0,11,0,0,NA,60,60,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2018,Defense,32005741-5308-2938-c497-7cfd2d22cbf6,Mountain West Conference,Fresno State,NA,UDFA,NA,2016,3
kentrell brice,11142,S,GB,14,3,0,79.3,0,0,12,0,0,52.1,52.5,84.6,72.5,50,40,0,1,0,0,67,21.1,12,3,0,150.1,23,1,0,216,16,384,648,21,0,0,21,0,299,627,11,253,94,10,42,1,29,2,3,341,141,14.8,2018,Defense,32004252-4906-9797-9bc8-19deeba5e5d6,Conference USA,Louisiana Tech,NA,UDFA,NA,2016,3
reggie gilbert,11147,ED,GB,16,1,2,100,0,0,12,1,0,67.6,63.5,87.5,55.4,64.4,69.4,5,13,0,0,11,11.1,4,0,0,101.4,3,3,0,16,0,50,487,468,0,13,439,16,0,19,241,196,2,24,31,3,3,21,0,25,13,8.3,2018,Defense,32004749-4c12-4484-a1ea-5e4a4deaf2c7,Pacific Twelve Conference,Arizona,NA,UDFA,NA,2016,3
josh hawkins,11149,CB,PHI,3,0,0,100,0,0,24,0,0,55.3,57.3,82.2,NA,60,76.8,0,0,0,0,22,0,0,0,0,150.7,3,0,0,0,26,21,28,0,0,0,0,0,0,28,0,7,0,0,3,0,3,0,1,32,9,10.7,2018,Defense,32004841-5742-9697-207b-8db016944ca9,American Athletic Conference,East Carolina,NA,UDFA,NA,2016,3
brian price,11157,DI,CLV,13,4,0,NA,0,0,8,0,0,57.7,53.5,83,59,51.5,60.1,0,3,0,0,NA,6.7,1,0,0,0,0,0,0,0,0,4,210,210,43,141,0,26,0,0,108,98,0,7,10,1,0,3,0,0,0,NA,2018,Defense,32005052-4905-9392-9fb5-064c385aae94,Conference USA,Texas-San Antonio,NA,UDFA,NA,2016,3
joel heath,11162,DI,HST,4,0,0,NA,0,0,13,0,0,60,45.7,77.3,57.2,44,69.9,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,44,44,1,30,0,13,0,0,24,20,0,0,2,0,0,0,0,0,0,NA,2018,Defense,32004845-4172-7230-ba73-a306db253e07,Big Ten Conference,Michigan State,NA,UDFA,NA,2016,3
ufomba kamalu,11164,ED,NE,2,0,0,NA,0,0,19,0,0,NA,53.2,77.4,53.8,58,68.1,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,22,21,0,4,15,2,0,1,17,5,0,1,1,1,0,2,0,0,0,NA,2018,Defense,32004b41-4d10-5154-e477-a74a279076a9,Atlantic Coast Conference,Miami (Fla.),NA,UDFA,NA,2016,3
eric lee,11165,ED,DET,9,2,0,NA,0,0,11,0,0,60.4,50.6,30,54,56,55.4,0,5,0,0,NA,22.2,2,0,1,0,0,0,0,0,0,1,97,96,0,13,73,10,0,1,63,33,1,5,5,2,0,5,0,0,0,NA,2018,Defense,32004c45-4520-5712-e7a8-3e7e15a0e2ca,American Athletic Conference,South Florida,NA,UDFA,NA,2016,3
brennan scarlett,11169,LB,HST,8,1,0,60,0,1,13,0,0,90.4,89.9,3.9,69.2,64.8,51.3,2,0,0,1,8,15.4,2,2,1,27.5,3,0,0,62,0,44,108,43,0,2,40,1,1,65,15,49,2,5,10,0,5,2,0,18,13,6,2018,Defense,32005343-4165-7962-62e3-d034293e8420,Pacific Twelve Conference,Stanford,NA,UDFA,NA,2016,3
terrance smith,11181,LB,KC,7,3,0,70,0,0,16,0,0,42.3,42.9,86.9,70.2,34.9,71,0,2,0,0,21,6.3,1,0,1,93.1,14,1,0,109,5,127,173,22,0,0,22,0,11,151,26,20,25,3,12,0,20,3,0,157,109,11.2,2018,Defense,3200534d-4973-9067-da9a-40aa61199454,Atlantic Coast Conference,Florida State,NA,UDFA,NA,2016,3
nicholas grigsby,11187,LB,DET,5,1,0,50,0,0,11,0,0,49.7,45.5,74,73.6,45.5,55.5,1,0,0,0,10,20,1,0,0,64.6,1,0,0,27,0,13,28,0,0,0,0,0,0,28,2,13,1,1,3,1,2,1,0,10,12,10,2018,Defense,32004752-4964-5087-c63b-4e912fffbfc2,Atlantic Coast Conference,Pittsburgh,NA,UDFA,NA,2016,3
cory littleton,11190,LB,LA,19,20,2,74.7,0,0,26,0,0,87.2,67.5,69.4,64.4,41.2,84.6,0,10,1,4,45,6.2,9,11,4,86.9,68,4,0,968,14,634,1160,96,0,0,96,0,1,1064,93,433,80,62,117,6,91,14,2,733,384,10.8,2018,Defense,32004c49-5477-6417-44c7-e5711e9c333a,Pacific Twelve Conference,Washington,NA,UDFA,NA,2016,3
james burgess,11202,LB,CLV,3,0,0,33.3,0,0,8,0,0,50.2,41.3,75.3,39.8,49.8,25.3,0,3,0,0,14,50,5,0,0,49.3,1,0,0,65,1,23,76,4,0,0,4,0,0,72,9,44,6,3,5,2,3,3,0,14,11,14,2018,Defense,32004255-5208-1920-1aa4-b20dab445b39,Atlantic Coast Conference,Louisville,NA,UDFA,NA,2016,3
lafayette pitts,11210,CB,BUF,5,0,0,42.9,0,0,4,0,0,54.3,56.7,78.5,NA,66.5,27.7,0,0,0,0,18,60,3,0,0,56.3,3,0,0,5,74,54,83,0,0,0,0,0,3,83,0,29,1,0,2,0,7,0,0,31,28,10.3,2018,Defense,32005049-5453-5262-6cf9-60f5970d12a1,Atlantic Coast Conference,Pittsburgh,NA,UDFA,NA,2016,3
jonathan jones,11217,SLOT,NE,19,5,0,65.9,1,0,19,0,0,61.2,63.3,86.5,62.3,67.9,67.7,1,2,0,3,61,10.4,7,5,6,89.4,54,3,0,54,97,437,626,16,0,0,16,0,33,610,27,162,425,17,55,1,82,6,4,619,301,11.5,2018,Defense,32004a4f-4e49-5280-4eed-171301d538b0,Southeastern Conference,Auburn,NA,UDFA,NA,2016,3
crevon leblanc,11218,SLOT,PHI,12,5,0,65.5,0,0,24,0,0,74.1,72.7,84.2,55.6,59,72.2,0,0,0,1,54,11.4,4,3,2,91.6,38,0,0,35,35,359,488,0,0,0,0,0,4,488,2,127,410,9,26,1,58,0,2,426,229,11.2,2018,Defense,32004c45-4261-2957-f315-21fddc57e6d6,Conference USA,Florida Atlantic,NA,UDFA,NA,2016,3
ken crawley,11224,CB,NO,11,1,0,71.4,0,0,20,0,0,48.9,50.8,40.1,52.9,69.1,76.9,0,1,0,0,58,6.1,2,4,6,141.4,30,0,0,21,338,270,410,6,0,0,6,0,0,404,3,137,45,8,30,1,42,1,4,484,112,16.1,2018,Defense,32004352-4180-5255-6380-03d258168107,Pacific Twelve Conference,Colorado,NA,UDFA,NA,2016,3
devante harris,11227,CB,TB,5,1,0,66.7,0,0,30,0,0,72.4,65.1,79.5,59.1,35.8,28.9,0,0,0,0,31,30,3,3,0,91.4,6,0,0,6,72,65,97,7,0,0,7,0,0,90,1,31,12,1,6,1,9,0,0,73,35,12.2,2018,Defense,32004841-5236-3986-c910-ed44f473557d,Southeastern Conference,Texas A&M,NA,UDFA,NA,2016,3
mitchell loewen,11232,ED,DET,1,0,0,NA,0,0,11,0,0,NA,55.9,70.5,55.9,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,4,4,0,1,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,NA,2018,Defense,32004c4f-4556-4972-a1c4-98a46f35ca46,Southeastern Conference,Arkansas,NA,UDFA,NA,2016,3
andrew adams,11240,S,TB,12,3,0,57.1,0,0,30,0,0,69,59.3,82.8,58.9,30.5,29.4,1,0,0,4,19,27.7,13,5,1,35.3,16,0,0,159,6,226,370,6,0,0,6,0,169,364,7,137,30,9,31,0,28,1,0,169,70,10.6,2018,Defense,32004144-4110-4253-90b0-6732ffb3edf8,American Athletic Conference,Connecticut,NA,UDFA,NA,2016,3
donte deayon,11242,SLOT,NYG,4,1,0,57.1,0,0,21,1,0,64.1,66.5,79,NA,72.7,49.1,0,0,0,0,28,28.6,2,1,1,80.1,4,0,0,8,13,79,115,1,0,0,1,0,0,114,0,36,93,1,4,0,7,0,0,51,11,12.8,2018,Defense,32004445-4178-4751-4761-bb57f4a2199c,Mountain West Conference,Boise State,NA,UDFA,NA,2016,3
romeo okwara,11250,ED,DET,15,9,0,50,0,1,11,0,0,68.6,64,81.2,50.3,73,60.7,7,24,0,0,23,10.8,4,1,2,91.7,1,8,0,2,0,10,716,695,15,84,468,128,0,21,418,288,19,23,24,3,2,39,0,23,21,23,2018,Defense,32004f4b-5705-9326-aeff-54de18212511,Independent,Notre Dame,NA,UDFA,NA,2016,3
doug middleton,11262,FS,NYJ,4,3,0,75,0,0,22,0,0,61.9,58.5,10.4,54.6,54.9,90.4,0,0,0,0,29,0,0,2,1,155.7,6,0,0,31,0,146,231,6,0,0,6,0,184,225,4,81,10,1,18,0,8,0,2,99,36,16.5,2018,Defense,32004d49-4425-7424-bc83-4b71894b1ad2,Sun Belt Conference,Appalachian State,NA,UDFA,NA,2016,3
tyvis powell,11291,S,SF,5,0,0,87.5,0,0,28,0,0,30.6,32.1,75.4,56.3,55.3,77.7,0,0,0,0,25,0,0,0,0,154.7,7,0,0,47,19,55,104,2,0,0,2,0,22,102,2,47,14,1,4,0,8,0,2,93,56,13.3,2018,Defense,3200504f-5756-9823-1fcd-d472a5c902f4,Big Ten Conference,Ohio State,NA,UDFA,NA,2016,3
antwaun woods,11332,DI,DAL,17,10,1,NA,0,0,9,1,0,72.3,63.9,44.4,52,68,70.1,3,9,0,0,NA,5.3,2,0,4,0,0,2,0,0,0,5,659,658,125,514,1,18,0,1,314,340,0,21,26,3,0,14,0,0,0,NA,2018,Defense,3200574f-4f41-2059-3719-c01a1b29ff85,Pacific Twelve Conference,Southern California,NA,UDFA,NA,2016,3
roy robertson-harris,11341,DI,CHI,17,9,0,NA,0,0,6,0,0,84,72.1,85,60.4,74.1,60.3,7,17,0,0,NA,5,1,1,0,0,0,4,0,1,0,2,368,367,48,185,42,92,0,1,279,87,0,11,10,1,0,28,0,0,0,NA,2018,Defense,3200524f-4236-0907-76e2-1ee576ba9fea,Conference USA,Texas-El Paso,NA,UDFA,NA,2016,3
kenneth durden,11352,CB,TEN,3,0,0,NA,0,0,31,0,0,63.6,65,73.2,NA,60.5,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,10,4,12,1,0,0,1,0,0,11,0,8,0,0,0,0,0,0,0,0,0,NA,2018,Defense,32004455-5216-5340-e908-5e7cbaf41bea,Missouri Valley Football Conference,Youngstown State,NA,UDFA,NA,2016,3
tony mcrae,11358,SLOT,CIN,6,0,0,81.8,0,0,7,0,0,61.1,61.8,78.6,59.1,65,33.2,0,0,0,0,43,40,2,1,0,141.7,9,0,0,0,19,63,82,0,0,0,0,0,0,82,1,18,63,0,3,0,11,0,1,118,123,13.1,2018,Defense,32004d43-5239-1962-aa81-746a519a3ab5,Mid-Eastern Athletic Conference,North Carolina A&amp;T,NA,UDFA,NA,2016,3
branden jackson,11394,ED,SEA,9,3,0,NA,0,0,29,0,0,64.8,58.6,86.7,53.2,60.1,77,1,8,0,0,NA,15.4,2,0,0,0,0,1,0,1,0,2,258,257,1,46,166,44,0,1,155,101,0,8,8,2,0,10,0,0,0,NA,2018,Defense,32004a41-4300-0003-7cf5-afae4f83cc65,Big Twelve Conference,Texas Tech,NA,UDFA,NA,2016,3
javien elliott,11418,SLOT,TB,11,4,0,80.6,0,0,30,0,0,68,63.9,84,56.9,43.9,59,1,1,0,1,24,15.6,5,0,0,84.7,25,0,0,18,3,220,351,16,0,0,16,0,3,335,18,113,311,9,23,3,31,2,0,234,148,9.4,2018,Defense,3200454c-4c31-1300-c476-85fdcdd14431,Atlantic Coast Conference,Florida State,NA,UDFA,NA,2016,3
myles garrett,11756,ED,CLV,16,5,5,100,3,3,8,0,0,76.2,86.9,16.9,86.2,80.1,65,16,36,0,0,15,14.7,5,0,12,106.9,3,15,0,3,0,34,1012,1009,0,33,875,101,0,3,599,379,0,33,24,4,3,67,0,29,27,9.7,2018,Defense,32004741-5252-8896-2c1d-5aafec7d47e8,Southeastern Conference,Texas A&amp;M,CLE,1,1,2017,2
solomon thomas,11758,ED,SF,16,4,0,100,0,0,28,0,0,58.8,62.5,69.5,58.3,64.9,55.5,6,21,0,0,22,16.7,6,0,2,118.8,1,1,0,1,0,12,644,643,20,118,382,123,0,1,337,295,0,16,26,2,1,28,0,22,7,22,2018,Defense,32005448-4f38-1630-9012-3ee085da5a84,Pacific Twelve Conference,Stanford,SF,1,3,2017,2
jamal adams,11761,S,NYJ,16,19,2,50,0,3,22,1,0,89.6,89.8,70,89.9,78,79,5,13,0,1,49,7.4,9,6,2,67.3,24,4,0,489,40,611,1119,137,0,0,137,0,281,982,82,426,172,44,94,9,48,22,1,291,122,12.1,2018,Defense,32004144-4139-2115-dda7-1e943e0d454b,Southeastern Conference,Louisiana State,NYJ,1,6,2017,2
marshon lattimore,11766,CB,NO,18,5,0,64.3,0,4,20,3,0,75.8,77.5,90,50.2,78.9,80.3,0,0,0,4,50,5.6,4,6,3,85.5,54,0,0,48,899,692,1023,8,0,0,8,0,2,1015,6,325,65,11,62,1,84,0,2,841,270,15.6,2018,Defense,32004c41-5468-4977-40ce-6a12d45573c2,Big Ten Conference,Ohio State,NO,1,11,2017,2
haason reddick,11768,LB,ARZ,16,22,2,83.7,1,1,1,0,0,57.5,60.4,12.2,78.7,58.2,66.7,4,10,0,0,18,13.6,12,2,5,96.6,36,4,0,627,11,367,846,127,0,0,127,0,1,719,111,368,80,35,54,5,43,18,0,309,231,8.6,2018,Defense,32005245-4432-4095-207d-440aa35fb3ac,American Athletic Conference,Temple,ARI,1,13,2017,2
derek barnett,11769,ED,PHI,6,2,0,NA,0,0,24,0,0,59.1,67.5,40.8,62.3,76.4,78.8,5,9,0,0,NA,6.7,1,0,2,0,0,3,0,0,0,1,234,233,0,0,227,6,0,1,169,64,1,13,12,4,0,17,0,0,0,NA,2018,Defense,32004241-5240-5176-20ec-029ab37b9d27,Southeastern Conference,Tennessee,PHI,1,14,2017,2
malik hooker,11770,FS,IND,15,12,0,44.4,0,0,14,1,0,82.2,79.2,67.8,NA,71.4,75.6,0,0,0,2,24,11.1,6,2,1,60.2,4,0,0,48,3,616,977,2,0,0,2,0,900,975,0,361,24,3,36,0,9,0,1,51,25,12.8,2018,Defense,3200484f-4f29-8753-69fc-56b68b3a9b17,Big Ten Conference,Ohio State,IND,1,15,2017,2
marlon humphrey,11771,CB,BLT,15,5,0,51.8,0,1,3,0,0,82,78.7,15,56.6,66.2,52.8,0,0,0,2,42,16.7,9,11,8,74.6,43,0,0,68,664,534,787,4,0,0,4,0,0,783,2,251,51,8,40,3,83,0,4,465,163,10.8,2018,Defense,32004855-4d55-0259-3a83-bf518b57504a,Southeastern Conference,Alabama,BAL,1,16,2017,2
jonathan allen,11772,DI,WAS,16,14,0,NA,0,0,32,0,0,61.2,69.7,66.8,68.2,65.2,69.3,7,21,0,0,NA,7.3,4,0,2,0,0,8,0,4,0,3,780,775,55,398,8,314,0,5,466,311,0,29,37,3,0,36,0,0,0,NA,2018,Defense,3200414c-4c51-2725-ce7e-b1e4e850afe5,Southeastern Conference,Alabama,WAS,1,17,2017,2
adoree jackson,11773,CB,TEN,16,5,1,62.9,0,0,31,0,0,69,73,67.1,81.4,84,74.5,0,2,0,2,68,5.2,4,7,2,95.1,66,0,0,55,792,578,959,15,0,0,15,0,7,944,7,374,87,19,68,2,105,2,5,823,242,12.5,2018,Defense,32004a41-4301-4782-dca8-226b6841f848,Pacific Twelve Conference,Southern California,TEN,1,18,2017,2
jarrad davis,11776,LB,DET,16,23,0,76.9,0,1,11,1,0,64.5,51,12.6,74.5,32.9,53.4,3,21,0,0,38,14.9,17,2,4,106.6,40,6,0,807,3,457,976,114,0,0,114,0,13,862,127,392,39,40,74,4,52,30,2,344,233,8.6,2018,Defense,32004441-5642-9215-2cff-c5c8b72a9f33,Southeastern Conference,Florida,DET,1,21,2017,2
charles harris,11777,ED,MIA,11,4,0,100,1,0,17,0,0,67.2,60.4,54.1,63.6,54.8,45.9,3,16,0,0,-4,15.8,3,0,4,79.2,1,1,0,1,0,5,347,346,1,8,327,10,0,1,177,165,0,7,12,1,1,20,0,-4,2,-4,2018,Defense,32004841-5234-8374-13d2-8f7cf4bb2d8e,Southeastern Conference,Missouri,MIA,1,22,2017,2
gareon conley,11779,CB,OAK,14,5,0,54,0,0,23,0,0,61.5,64,87.4,56.2,69,55.6,0,0,1,3,48,11.6,5,10,4,72.8,27,0,0,54,586,373,679,17,0,0,17,0,0,662,1,305,22,9,33,0,50,0,3,369,144,13.7,2018,Defense,3200434f-4e24-0083-1be5-38559b415b60,Big Ten Conference,Ohio State,OAK,1,24,2017,2
jabrill peppers,11780,S,CLV,16,14,0,68.6,0,0,8,2,0,77.3,77.6,87.6,58.8,74.1,67.5,3,8,0,1,32,13.1,11,4,2,116.5,24,1,0,196,47,413,765,133,0,0,133,0,280,632,69,283,108,20,59,4,35,12,5,249,125,10.4,2018,Defense,32005045-5042-0619-4e7d-a0d4df4a4ea7,Big Ten Conference,Michigan,CLE,1,25,2017,2
takk mckinley,11781,ED,ATL,15,4,0,100,0,0,2,0,0,48,61.6,46,66.6,57.9,48.7,8,34,0,0,17,15.8,3,0,4,118.8,1,8,0,6,0,15,619,612,0,18,522,72,0,7,410,194,0,16,12,1,1,50,0,17,24,17,2018,Defense,32004d43-4b40-5174-ac7b-f5e10ef2c320,Pacific Twelve Conference,UCLA,ATL,1,26,2017,2
tredavious white,11782,CB,BUF,16,4,0,57.7,4,0,4,0,0,62.5,61,66.5,55.5,53.6,53.5,0,0,0,2,43,16.1,10,5,10,75.6,30,0,0,48,877,557,961,6,0,0,6,0,3,955,2,402,26,11,48,1,52,0,2,357,94,11.9,2018,Defense,32005748-4954-7699-8d1e-4952613e94ee,Southeastern Conference,Louisiana State,BUF,1,27,2017,2
taco charlton,11783,ED,DAL,13,7,1,0,0,0,9,1,0,62.1,64.3,76.8,58.6,64.9,59.3,4,12,0,0,NA,8,2,0,1,39.6,0,1,0,0,0,8,428,428,0,2,403,23,0,0,232,188,0,12,16,4,1,17,0,0,0,NA,2018,Defense,32004348-4164-6504-2f6f-045a92e67e87,Big Ten Conference,Michigan,DAL,1,28,2017,2
tj watt,11785,ED,PIT,16,5,2,75,3,6,25,0,0,38.7,75.7,47.8,78.7,83.2,40.5,11,28,0,0,24,17.7,11,1,6,99.7,18,13,0,40,1,131,903,841,0,0,840,1,0,62,458,314,21,47,46,5,24,52,0,202,142,11.2,2018,Defense,32005741-5458-7616-6d9a-681b6f6e278d,Big Ten Conference,Wisconsin,PIT,1,30,2017,2
